old_act,old_section,old_section_title,new_act,new_section,new_section_title,mapping_type,notes
CRPC,437A,Bail to require accused to appear before next appellate Court,BNSS,481,Bail to require accused to appear before next Appellate Court,direct,"481: The words ""bail bond with sureties"" are replaced by ""bond
or bail bond""."
CRPC,438,Direction for grant of bail to person apprehending arrest,BNSS,482,Direction for grant of bail to person apprehending arrest,direct,482: No change.
CRPC,439,Special powers of High Court or Court of Session regarding bail,BNSS,483,Special powers of High Court or Court of Session regarding bail,direct,483: No change.
CRPC,440,Amount of bond and reduction thereof,BNSS,484,Amount of bond and reduction thereof,direct,484: No change.
CRPC,441,Bond of accused and sureties,BNSS,485,Bond of accused and sureties,direct,"485: The words ""bail or released on his own bond"" replaced by
""bond or bail bond"" and ""bail"" is replaced by ""bond or bail"
CRPC,441A,Declaration by sureties,BNSS,486,Declaration by sureties,direct,486: No change.
CRPC,442,Discharge from custody,BNSS,487,Discharge from custody,direct,"487: The words ""bail bond"" are added in subsection (1) and (2)."
CRPC,443,Power to order sufficient bail when that first taken is insufficient,BNSS,488,Power to order sufficient bail when that first taken is insufficient. Discharge of sureties,direct,488: No change.
CRPC,444,Discharge of sureties,BNSS,489,Discharge of sureties.,direct,489: No change.
CRPC,445,Deposit instead of recognizance,BNSS,490,Deposit instead of recognizance,direct,"490: The words ""bond with or without sureties"" are replaced by
""bond or bail bond""."
CRPC,446,Procedure when bond has been forfeited,BNSS,491,Procedure when bond has been forfeited,direct,491: No change.
CRPC,446A,Cancellation of bond and bail bond,BNSS,492,Cancellation of bond and bail bond,direct,"492: The words ""bail bond"" are added."
CRPC,447,Procedure in case of insolvency or death of surety or when a bond is forfeited,BNSS,493,Procedure in case of insolvency or death of surety or when a bond is forfeited,direct,493: No change.
CRPC,448,Bond required from minor,BNSS,494,Bond required from child,direct,"494: The word ""minor"" is replaced by ""child""."
CRPC,449,Appeal from orders under section 446,BNSS,495,Appeal from orders under section 491,direct,495: No change.
CRPC,450,Power to direct levy of amount due on certain recognizances,BNSS,496,Power to direct levy of amount due on certain recognizances,direct,496: No change.
CRPC,451,Order for custody and disposal of property pending trial in certain cases,BNSS,497,Order for custody and disposal of property pending trial in certain cases,direct,"497: In subsection (1), the words, ""or the Magistrate empowered"
CRPC,452,Order for disposal of property at conclusion of trial,BNSS,498,Order for disposal of property at conclusion of trial,direct,"498: The words ""investigation"" and ""or the Magistrate"" are
added, and ""Court"" is replaced by ""case"" in subsection (1).
The words ""or the Magistrate"" is added in subsection (2)."
CRPC,453,Payment to innocent purchaser of money found on accused,BNSS,499,Payment to innocent purchaser of money found on accused,direct,"499: The words ""within six months from the date of such order""
are added for specifying the time limit for delivery to the
purchaser."
CRPC,454,Appeal against orders under section 452 or section 453,BNSS,500,Appeal against orders under section 498 or section 499,direct,"500: The word ""or Magistrate"" is added."
CRPC,455,Destruction of libellous and other matter,BNSS,501,Destruction of libellous and other matter,direct,501: No change.
CRPC,456,Power to restore possession of immovable property,BNSS,502,Power to restore possession of immovable property,direct,"502: The words ""attended by"" are replaced by ""by use of"" in
subsection (1)."
CRPC,457,Procedure by police upon seizure of property,BNSS,503,Procedure by police upon seizure of property,direct,503: No change.
CRPC,458,Procedure when no claimant appears within six months,BNSS,504,Procedure where no claimant appears within six months,direct,"504: The words ""may be prescribed"" are replaced by ""as the State
Government may, by rules, provide""."
CRPC,459,Power to sell perishable property,BNSS,505,Power to sell perishable property,direct,"505: ""five hundred rupees"" is replaced by ""less than ten thousand
rupees""."
CRPC,460,Irregularities which do not vitiate proceedings,BNSS,506,Irregularities which do not vitiate proceedings,direct,506: No change.
CRPC,461,Irregularities which vitiate proceedings,BNSS,507,Irregularities which vitiate proceedings,direct,"507: The words ""or telegraph"" are excluded."
CRPC,462,Proceedings in wrong place,BNSS,508,Proceedings in wrong place,direct,508: No change.
CRPC,463,Non-compliance with provisions of section 164 or section 281,BNSS,509,Non- compliance with provisions of section 183 or section 316,direct,509: No change.
CRPC,464,"Effect of omission to frame, or absence of, or error in, charge",BNSS,510,"Effect of omission to frame, or absence of, or error in, charge",direct,510: No change.
CRPC,465,"Finding or sentence when reversible by reason of error, omission or irregularity",BNSS,511,"Finding or sentence when reversible by reason of error, omission or irregularity",direct,511: No change.
CRPC,466,Defect or error not to make attachment unlawful,BNSS,512,Defect or error not to make attachment unlawful,direct,512: Ditto.
CRPC,467,Definitions,BNSS,513,Definitions,direct,513: No change.
CRPC,468,Bar to taking cognizance after lapse of the period of limitation,BNSS,514,Bar to taking cognizance after lapse of period of limitation,direct,"514: A new explanation is added. ""For the purpose of computing
the period of limitation, the relevant date shall be the date of
filing a complaint under section 223 or the date of recording
information under section 173."" ""elsewhere"" is excluded
from subsection (1)."
CRPC,469,Commencement of the period of limitation,BNSS,515,Commencement of period of limitation,direct,515: No change.
CRPC,470,Exclusion of time in certain cases,BNSS,516,Exclusion of time in certain cases,direct,516: No change.
CRPC,471,Exclusion of date on which Court is closed,BNSS,517,Exclusion of date on which Court is closed,direct,517: No change.
CRPC,472,Continuing offence,BNSS,518,Continuing offence,direct,518: No change.
CRPC,473,Extension of period of limitation in certain cases,BNSS,519,Extension of period of limitation in certain cases,direct,519: No change.
CRPC,474,Trials before High Court,BNSS,520,Trials before High Courts,direct,520: No change.
CRPC,475,Delivery to commanding officers of persons liable to be tried by Court-martial,BNSS,521,Delivery to commanding officers of persons liable to be tried by Court-martial,direct,"521: The word ""military"" is replaced by ""army""."
CRPC,476,Forms,BNSS,522,Forms,direct,522: No change.
CRPC,477,Power of High Court to make rules,BNSS,523,Power of High Court to make rules,direct,"523: The word ""prescribed"" is replaced by ""provided by rules
made by the State Government""."
CRPC,478,Power to alter functions allocated to Executive Magistrates in certain cases,BNSS,524,Power to alter functions allocated to Executive Magistrate in certain cases,direct,524: No change.
CRPC,479,Cases in which Judge or Magistrate is personally interested,BNSS,525,Cases in which Judge or Magistrate is personally interested,direct,525: No change.
CRPC,480,Practising pleader not to sit as Magistrate in certain Courts,BNSS,526,Practising advocate not to sit as Magistrate in certain Courts,direct,"526: The word ""pleader"" is replaced by ""advocate""."
CRPC,481,Public servant concerned in sale not to purchase or bid for property,BNSS,527,Public servant concerned in sale not to purchase or bid for property,direct,527: No change.
CRPC,482,Saving of inherent power of High Court,BNSS,528,Saving of inherent powers of High Court,direct,528: Ditto.
CRPC,483,Duty of High Court to exercise continuous superintendence over Courts of Judicial Magistrates,BNSS,529,Duty of High Court to exercise continuous superintendence over Courts,direct,"529: In the heading words ""Court of Judicial Magistrates"" are
replaced by ""Courts"". And ""Courts of Session and"", ""the
Judges and"" are added. The word ""such"" is excluded."
CRPC,484,Repeal and savings,BNSS,531,Repeal and savings,direct,"531: Proviso to subsection (2) (a) is excluded. In sub-section
2(b), the word ""prescribed"" is replaced at one place by
""provided by rules"" and at another place by the word
""specified"". Proviso to subsection (2) (d) is excluded.
In sub-section (3), the word ""prescribed"" is replaced by
""specified"". The word ""old"" is replaced by ""said"" at many
places in this section."
,,,BNSS,86,Identification and attachment of property of proclaimed person,new_provision,86: Newly added.
,,,BNSS,105,Recording of search and seizure through audio- video electronic means,new_provision,"105: ""The process of conducting search of a place or taking
possession of any property ,article or thing under this
Chapter or under section 185, including preparation of the
list of all things seized in the course of such search and
seizure and signing of such list by witnesses, shall be
recorded through any audio-video electronic means
preferably mobile phone and the police officer shall without
delay forward such recording to the District Magistrate,
Sub-divisional Magistrate or Judicial Magistrate of the first
class."""
,,,BNSS,107,"Attachment, forfeiture or restoration of property",new_provision,107: Newly added.
,,,BNSS,172,Persons bound to conform to lawful directions of police,new_provision,"172: ""(1) All persons shall be bound to conform to the lawful"
,,,BNSS,336,"Evidence of public servants, experts, police officers in certain cases",new_provision,"336: Newly added section.
Evidence of public servants, experts, police officers in
certain cases may be secured through the successor officer
of such a public servant, etc."
,,,BNSS,356,"Inquiry, trial or judgment in absentia of proclaimed offender",new_provision,"356: A newly added section which gives provision for Inquiry,
trial or judgment in absentia of proclaimed offender. An
extra-ordinary provision."
,,,BNSS,398,Witness protection scheme,new_provision,"398: ""Every State Government shall prepare and notify a Witness
Protection Scheme for the State with a view to ensure
protection of the witnesses""."
,,,BNSS,472,Mercy petition in death sentence cases,new_provision,472: Newly added section.
,,,BNSS,530,Trial and proceedings to be held in electronic mode,new_provision,"530: Newly added under heading
Trial and proceedings to be held in electronic mode."
CRPC,8,Metropolitan areas,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,10,Subordination of Assistant Sessions Judges,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,16,Courts of Metropolitan Magistrates,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,17,Chief Metropolitan Magistrate and Additional Chief Metropolitan Magistrate,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,18,Special Metropolitan Magistrates,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,19,Subordination of Metropolitan Magistrates,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,27,Jurisdiction in the case of juveniles,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,144A,Power to prohibit carrying arms in procession or mass drill or mass training with arms,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,153,Inspection of weights and measures,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,265I,Period of detention undergone by the accused to be set off against the sentence of imprisonment,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,355,Metropolitan Magistrate's Judgment,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,404,Statement by Metropolitan Magistrate of grounds of his decision to be considered by High Court,BNSS,,,removed,No counterpart listed in the BPRD correspondence table.
IEA,1,"Short title, extent and Commencement",BSA,1,"Short title, application and commencement",direct,"1: Indian Evidence Act, 1872 (IEA) provided that it
extended to the whole of India, whereas Bharatiya
Sakshya Adhiniyam, 2023 (BSA) excludes this
provision of territorial extent."
IEA,3,Interpretation clause,BSA,2,Definitions,merged,"2(1)(a): No change. 2(1)(b): ""Act"" is replaced with ""Adhiniyam"".
Wherever the word ""Act"" is used in IEA the word
""Adhiniyam"" is used in BSA, therefore, this fact will
not be specifically mentioned in this table
hereinafter.
Word ""means"" is added. 2(1) (c): Words ""A fact is said to be disproved"" are replaced
by ""in relation to a fact, means"". 2(1)(d): The words ""or otherwise recorded"" and ""or any other
means"", ""and includes electronic and digital records""
are added. 2(1)(e ): ""Words"" ""including statements given electronically""
in (e ) (i) and ""or digital"" in (e ) (ii) are added. 2(1)(f): Word ""man"" is replaced by ""person"" in illustrations
and illustration (e)-""That a man has a certain
reputation, is a fact"" is now excluded in BSA. 2(1)(g): No change. 2(1)(h): No change. 2(1)(i): No change. 2(1)(j): No change. 2(1)(k): No change. 2(1)(l): No change. 2(2): Newly added. ""Words and expression"
IEA,4,Presumption and Proof,BSA,2,Definitions,merged,"2(1)(a): No change. 2(1)(b): ""Act"" is replaced with ""Adhiniyam"".
Wherever the word ""Act"" is used in IEA the word
""Adhiniyam"" is used in BSA, therefore, this fact will
not be specifically mentioned in this table
hereinafter.
Word ""means"" is added. 2(1) (c): Words ""A fact is said to be disproved"" are replaced
by ""in relation to a fact, means"". 2(1)(d): The words ""or otherwise recorded"" and ""or any other
means"", ""and includes electronic and digital records""
are added. 2(1)(e ): ""Words"" ""including statements given electronically""
in (e ) (i) and ""or digital"" in (e ) (ii) are added. 2(1)(f): Word ""man"" is replaced by ""person"" in illustrations
and illustration (e)-""That a man has a certain
reputation, is a fact"" is now excluded in BSA. 2(1)(g): No change. 2(1)(h): No change. 2(1)(i): No change. 2(1)(j): No change. 2(1)(k): No change. 2(1)(l): No change. 2(2): Newly added. ""Words and expression"
IEA,5,Evidence may be given of facts in issue and relevant facts,BSA,3,Evidence may be given of facts in issue and relevant facts,direct,3: No change.
IEA,6,Relevancy of facts forming part of same transaction,BSA,4,Relevancy of facts forming part of same transaction,direct,4: No change.
IEA,7,"Facts which are the occasion, cause or effect of facts in issue",BSA,5,"Facts which are occasion, cause or effect of facts in issue or relevant facts",direct,"5: Words ""or relevant facts"" added in heading."
IEA,8,"Motive, preparation and previous or subsequent conduct",BSA,6,"Motive, preparation and previous or subsequent conduct",direct,"6: In explanation. And in illustrations ""vakils"" is
replaced by ""advocates"" ""man"" is replaced by
""person"" and ""ravished"" is replaced by "" raped""."
IEA,9,Facts necessary to explain or introduce relevant facts,BSA,7,Facts necessary to explain or introduce fact in issue or relevant facts,direct,"7: Words ""fact in issue or"" are added in the heading.
""A"" is replaced by ""he""."
IEA,10,Things said or done by conspirator in reference to common design,BSA,8,Things said or done by conspirator in reference to common design,direct,"8: No change except in illustrations, ""Government of
India"" is replaced by ""State"", and city names are
changed from Calcutta to Kolkata, Bombay to
Mumbai, and Kabul to Singapore."
IEA,11,When facts not otherwise relevant become relevant,BSA,9,When facts not otherwise relevant become relevant,direct,"9: No Change except in illustrations cities names are
changed from Calcutta to Chennai and Lahore to
Laddakh."
IEA,12,"In suits for damages, facts tending to enable Court to determine amount are relevant",BSA,10,Facts tending to enable Court to determine amount are relevant in suits for damages,direct,"10: No change except in the heading, where the words
""In suits for damages"" are placed at the end instead
of the beginning."
IEA,13,Facts relevant when right or custom is in question,BSA,11,Facts relevant when right or custom is in question,direct,11: No change.
IEA,14,"Facts showing existence of state of mind, or of body or bodily feeling",BSA,12,"Facts showing existence of state of mind, or of body or bodily feeling",direct,"12: In illustrations, word ""coin"" is replaced by
""currency"" and ""carriage"" is replaced by ""cars""."
IEA,15,Facts bearing on question whether act was accidental or intentional,BSA,13,Facts bearing on question whether act was accidental or intentional,direct,"13: In illustrations, word ""rupee"" is replaced by
""currency""."
IEA,16,Existence of course of business when relevant,BSA,14,Existence of course of business when relevant,direct,14: No change.
IEA,17,Admission defined,BSA,15,Admission defined,direct,15: No change.
IEA,18,Admission by party to proceeding or his agent by suitor in representative character,BSA,16,Admission by party to proceeding or his agent,direct,"16: Headings of paragraphs are excluded and written as
subsections and clauses."
IEA,19,Admissions by persons whose position must be proved as against party to suit,BSA,17,Admissions by persons whose position must be proved as against party to suit,direct,17: No change.
IEA,20,Admissions by persons expressly referred to by party to suit,BSA,18,Admissions by persons expressly referred to by party to suit,direct,18: No change.
IEA,21,"Proof of admissions against persons making them, and by or on their behalf",BSA,19,"Proof of admissions against persons making them, and by or on their behalf",direct,"19: Word ""coin"" is replaced by ""currency""."
IEA,22,When oral admissions as to contents of documents are relevant,BSA,20,When oral admissions as to contents of documents are relevant,direct,20: No change.
IEA,23,"Admissions in civil cases, when relevant",BSA,21,Admissions in civil cases when relevant,direct,"21: Words ""barrister, pleader, attorney or vakil"" are
replaced by ""advocate""."
IEA,24,"Confession caused by inducement, threat or promise, when irrelevant in criminal proceeding",BSA,22,"Confession caused by inducement, threat, coercion or promise, when irrelevant in criminal proceeding",direct,"22(1): The word ""coercion"" is added. Section 28 IEA and
Section 29 IEA are given as provisos to Section 22
of the BSA. Heading is dropped as sections are
included as provisos."
IEA,25,Confession to police officer not to be proved,BSA,23,Confession to police officer,merged,"23(1): Words ""not to be proved"" are excluded from
heading. 23(2): Heading is dropped as the section is included as a
subsection. Word ""whilst"" is replaced by ""while""
and words ""such person"" are replaced by ""him""."
IEA,26,Confession by accused while in custody of police not to be proved against him,BSA,23,Confession to police officer,merged,"23(1): Words ""not to be proved"" are excluded from
heading. 23(2): Heading is dropped as the section is included as a
subsection. Word ""whilst"" is replaced by ""while""
and words ""such person"" are replaced by ""him""."
IEA,30,Consideration of proved confession affecting person making it and others jointly under trial for same offence,BSA,24,Consideration of proved confession affecting person making it and others jointly under trial for same offence,direct,"24: A new explanation II is added, mentioning that ""A
trial of more persons than one held in the absence of
the accused who has absconded or who fails to
comply with a proclamation issued under Section 84
of the Bharatiya Nagarik Suraksha Sanhita, 2023,
shall be deemed to be a joint trial for the purpose of
this section."""
IEA,31,"Admissions not conclusive proof, but may estop",BSA,25,"Admissions not conclusive proof, but may estop",direct,25: No change.
IEA,32,"Cases in which statement of relevant fact by person who is dead or cannot be found, etc., is relevant",BSA,26,"Cases in which statement of relevant fact by person who is dead or cannot be found, etc., is relevant",direct,"26: Word ""namely"" is added and headings of
subsections are dropped. In illustration word
""ravished"" is replaced by ""raped"" and word ""banya""
is replaced by ""business""."
IEA,33,"Relevancy of certain evidence for proving, in subsequent proceeding, the truth of facts therein stated",BSA,27,"Relevancy of certain evidence for proving, in subsequent proceeding, truth of facts therein stated",direct,"27: No change except that word ""that"" is replaced by
""and"" in proviso."
IEA,34,Entries in books of account including those maintained in an electronic form when relevant,BSA,28,Entries in books of account when relevant,direct,"28: No change except the words ""include those
maintained in an electronic form"" are excluded from
the heading."
IEA,35,Relevancy of entry in public record or an electronic record made in performance of duty,BSA,29,Relevancy of entry in public record or an electronic record made in performance of duty,direct,29: No change.
IEA,36,"Relevancy of statements in maps, charts and plans",BSA,30,"Relevancy of statements in maps, charts and plans",direct,30: No change.
IEA,37,"Relevancy of statement as to fact to public nature, contained in certain Acts or notifications",BSA,31,Relevancy of statement as to fact of public nature contained in certain Acts or notifications,direct,"31: Words ""any Act of Parliament 4 (of the United
Kingdom) or or in any 5 Central Act, Provincial Act
or 6 a State Act or in a Government notification or
notification by the Crown Representative appearing
in the Official Gazette or in any printed paper
purporting to be the London Gazette or the
Government Gazette of any Dominion, colony, or
possession of his Majesty is a relevant fact."" are
replaced by ""any Central Act or State Act or in a
Central Government or State Government
notification appearing in the respective Official
Gazette or in any printed paper or in electronic or
digital form purporting to be such Gazette, is a
r elevant fact""."
IEA,38,Relevancy of statements as to any law contained in law-books,BSA,32,Relevancy of statements as to any law contained in law books including electronic or digital form,direct,"32: Words ""including in electronic or digital form"" are
added in heading as well as in the main text of the
section."
IEA,39,"What evidence to be given when statement forms part of a conversation, document, electronic record, book or series of letters or papers",BSA,33,"What evidence to be given when statement forms part of a conversation, document, electronic record, book or series of letters or papers",direct,33: No change.
IEA,40,Previous judgments relevant to bar a second suit or trial,BSA,34,Previous judgments relevant to bar a second suit or trial,direct,34: No change.
IEA,41,"Relevancy of certain judgments in probate, etc., jurisdiction",BSA,35,"Relevancy of certain judgments in probate, etc., jurisdiction",direct,"35: The word ""Tribunal"" is added. Paragraph ""Such
judgment, order or decree is conclusive proof that""
is given as subsection (2) and conditions under this
are enumerated as (i), (ii), (iii), and (iv). The word
""that"" is excluded."
IEA,42,"Relevancy and effect of judgments, orders or decrees, other than those mentioned in section 41",BSA,36,"Relevancy and effect of judgments, orders or decrees, other than those mentioned in section 35",direct,36: No change.
IEA,43,"Judgments, etc., other than those mentioned in sections 40 to 42, when relevant",BSA,37,"Judgments, etc., other than those mentioned in sections 34, 35 and 36 when relevant",direct,37: No change.
IEA,44,"Fraud or collusion in obtaining judgment, or incompetency of Court, may be proved",BSA,38,"Fraud or collusion in obtaining judgment, or incompetency of Court, may be proved",direct,38: No change.
IEA,45,Opinions of experts,BSA,39,Opinions of experts,merged,"39(1): Words ""or any other field"" are added. Thus, scope is
expanded greatly. 39(2): Heading is dropped as section is added as a
subsection."
IEA,45A,,BSA,39,Opinions of experts,merged,"39(1): Words ""or any other field"" are added. Thus, scope is
expanded greatly. 39(2): Heading is dropped as section is added as a
subsection."
IEA,46,Facts bearing upon opinions of experts,BSA,40,Facts bearing upon opinions of experts,direct,40: No change.
IEA,47,"Opinion as to handwriting, when relevant",BSA,41,"Opinion as to handwriting and signature, when relevant",merged,"41(1): Words ""and signature"" are added in heading. 41(2): Heading is dropped as section is added as a
subsection."
IEA,47A,Opinion as to digital signature when relevant,BSA,41,"Opinion as to handwriting and signature, when relevant",merged,"41(1): Words ""and signature"" are added in heading. 41(2): Heading is dropped as section is added as a
subsection."
IEA,48,"Opinion as to existence of right or custom, when relevant",BSA,42,"Opinion as to existence of general custom or right, when relevant",direct,42: No change.
IEA,49,"Opinion as to usages, tenets, etc., when relevant",BSA,43,"Opinion as to usages, tenets, etc., when relevant",direct,"43: Paragraphs are numbered as clauses (i), (ii) and (iii)."
IEA,50,"Opinion or relationship, when relevant",BSA,44,"Opinion on relationship, when relevant",direct,44: No change.
IEA,51,"Grounds of opinion, when relevant",BSA,45,"Grounds of opinion, when relevant",direct,45: No change.
IEA,52,"In civil cases character to prove conduct imputed, irrelevant",BSA,46,"In civil cases character to prove conduct imputed, irrelevant",direct,46: No change.
IEA,53,"In criminal cases, previous good character relevant",BSA,47,In criminal cases previous good character relevant,direct,47: No change.
IEA,53A,Evidence of character or previous sexual experience not relevant in certain cases.1,BSA,48,Evidence of character or previous sexual experience not relevant in certain cases,direct,48: No change.
IEA,54,"Previous bad character not relevant, except in reply",BSA,49,"Previous bad character not relevant, except in reply",direct,49: No change.
IEA,55,Character as affecting damages,BSA,50,Character as affecting damages,direct,50: No change.
IEA,56,Fact judicially noticeable need not be proved,BSA,51,Fact judicially noticeable need not be proved,direct,51: No change.
IEA,57,Facts of which Court must take judicial notice,BSA,52,Facts of which Court shall take judicial notice,direct,"52: Paragraphs are numbered as subsections (1) and (2),
and facts enumeration as (1) to (13) is replaced by
alphabetic clauses (a) to (l), excluding (2), (3), and
(5). These exclusions remove colonial vestiges from
the text. A new clause (b) is newly added,
mentioning ""international treaty, agreement or
convention with country or countries by India, or
decisions made by India at the international
associations or other bodies;""."
IEA,58,Facts admitted need not be proved,BSA,53,Facts admitted need not be proved,direct,53: No change.
IEA,59,Proof of facts by oral evidence,BSA,54,Proof of facts by oral evidence,direct,"54: Words ""or electronic records"" are excluded."
IEA,60,Oral evidence must be direct,BSA,55,Oral evidence to be direct,direct,"55: In heading word ""must"" is replaced by ""to"" and
paragraph are numbered as clauses (i), (ii), (iii)and
(iv). Word ""also"" is replaced by ""further""."
IEA,61,Proof of contents of documents,BSA,56,Proof of contents of documents,direct,56: No change.
IEA,62,Primary evidence,BSA,57,Primary evidence,direct,57: 4 new explanations are added.
IEA,63,Secondary evidence,BSA,58,Secondary evidence,direct,"58: Words ""means and"" are excluded and three new
clauses (vi), (vii), and (viii) are added."
IEA,64,Proof of documents by primary evidence,BSA,59,Proof of documents by primary evidence,direct,59: No change.
IEA,65,Cases in which secondary evidence relating to documents may be given,BSA,60,Cases in which secondary evidence relating to documents may be given,direct,"60: The word ""namely"" is added and paragraph of clause
(a) are numbered as (i), (ii), and (iii)."
IEA,65A,Special provisions as to evidence relating to electronic record,BSA,62,Special provisions as to evidence relating to electronic record,direct,62: No change.
IEA,65B,Admissibility of electronic records,BSA,63,Admissibility of electronic records,direct,"63: Words ""or semiconductor memory""
""or any communication device or otherwise stored,
recorded, or copied in any electronic form"" is added
in subsection (1). Words ""communication device"",
""create"" are added in subsection (2). In subsection
(3), the word ""computer"" is replaced by ""by means
of one or more computers or communication
devices,"" and new clauses (a) to (e) are added newly.
In subsection (4), the words ""that is to say"" are
replaced by ""shall be submitted along with the
electronic record at each instance where it is being
submitted for admission, namely:"". The words ""or a
communication device referred to in clauses (a) to
(e) of sub-section (3)"" are added to clause (b) of
subsection (4), and in clause (c), the words ""person
occupying a responsible official position in relation
to the operation of the relevant device or the
management of the relevant activities"" are replaced
by ""p"
IEA,66,Rules as to notice to produce,BSA,64,Rules as to notice to produce,direct,"64: ""attorney or pleader"" is replaced by ""advocate or
representative""."
IEA,67,Proof of signature and handwriting of person alleged to have signed or written document produced,BSA,65,Proof of signature and handwriting of person alleged to have signed or written document produced,direct,65: No change.
IEA,67A,Proof as to digital signature,BSA,66,Proof as to electronic signature,direct,66: No change.
IEA,68,Proof of execution of document required by law to be attested,BSA,67,Proof of execution of document required by law to be attested,direct,67: No change.
IEA,69,Proof where no attesting witness found,BSA,68,Proof where no attesting witness found,direct,"68: Words ""or if the document purports to have been
executed in the United Kingdom"" are excluded."
IEA,70,Admission of execution by party to attested document,BSA,69,Admission of execution by party to attested document,direct,69: No change.
IEA,71,Proof when attesting witness denies the execution,BSA,70,Proof when attesting witness denies execution,direct,70: No change.
IEA,72,Proof of document not required by law to be attested,BSA,71,Proof of document not required by law to be attested,direct,71: No change.
IEA,73,"Comparison of signature, writing or seal with others admitted or proved",BSA,72,"Comparison of signature, writing or seal with others admitted or proved",direct,"72: Paragraph are numbered as Subsections (1), (2) and
(3)."
IEA,73A,Proof as to verification of digital signature,BSA,73,Proof as to verification of digital signature,direct,73: No change.
IEA,74,Public documents,BSA,74,Public and private documents,merged,"74(1): The words "" and private"" are added in the
heading. The words ""any part of"" and ""or of the
commonwealth"" are excluded. 74(2): The words ""or Union territory"" and ""except the
documents referred to in sub-section (1)"" are added."
IEA,75,Private documents,BSA,74,Public and private documents,merged,"74(1): The words "" and private"" are added in the
heading. The words ""any part of"" and ""or of the
commonwealth"" are excluded. 74(2): The words ""or Union territory"" and ""except the
documents referred to in sub-section (1)"" are added."
IEA,76,Certified copies of public documents,BSA,75,Certified copies of public documents,direct,75: No change.
IEA,77,Proof of documents by production of certified copies,BSA,76,Proof of documents by production of certified copies,direct,76: No change.
IEA,78,Proof of other official documents,BSA,77,Proof of other official documents,direct,"77: The conditions' enumeration as (1) to (6) is changed
to (a) to (f). The expressions ""or of the Crown
Representative"", ""or, as the case may be, of the
Crown Representative;"", ""Her Majesty] or by the
Privy Council, or by any department of Her
Majesty's Government"" and ""London Gazette, or
purporting to be printed by the Queen's Printer;"" are
excluded.
The words ""Ministries and"" ""or Union territory
Administration"", ""Parliament or a State"" and
""President of India or the Governor of a State or the
Administrator or Lieutenant Governor of a Union
territory, by copies or extracts contained in the
Official Gazette;"" are added."
IEA,79,Presumption as to genuineness of certified copies,BSA,78,Presumption as to genuineness of certified copies,direct,"78: The words ""or by any officer [in the State of Jammu
and Kashmir] who is duly authorised thereto by the
Central Government:"" are excluded and paragraph
are numbered as subsections."
IEA,80,Presumption as to documents produced as record of evidence,BSA,79,"Presumption as to documents produced as record of evidence, etc",direct,"79: The word ""that"" is excluded and paragraph are
numbered as clauses (i), (ii) and (iii)."
IEA,81,"Presumption as to Gazettes, newspapers, private Acts of Parliament and other documents",BSA,80,"Presumption as to Gazettes, newspapers, and other documents",direct,"80: "" the London Gazette or any Official Gazette, or the
Government Gazette of any colony, dependency or
possession of the British Crown, or to be a
newspaper or journal or to be a copy of a private Act
of Parliament of the United Kingdom printed by the
Queen's Printer"" are replaced by ""the Official
Gazette"".
A new explanation is added regarding proper
custody."
IEA,81A,Presumption as to Gazettes in electronic forms,BSA,81,Presumption as to Gazettes in electronic or digital record,direct,"81: A new explanation is added regarding proper
custody of electronic document. Its phraseology is
similar to the new explanation added in the
preceding section."
IEA,83,Presumption as to maps or plans made by authority of Government,BSA,82,Presumption as to maps or plans made by authority of Government,direct,82: No change.
IEA,84,Presumption as to collections of laws and reports of decisions,BSA,83,Presumption as to collections of laws and reports of decisions,direct,83: No change.
IEA,85,Presumption as to power-of-attorney,BSA,84,Presumption as to powers- of-attorney,direct,84: No change.
IEA,85A,Presumption as to electronic agreements,BSA,85,Presumption as to electronic agreements,direct,"85: The words ""or digitals"" are added."
IEA,85B,Presumption as to electronic records and digital signatures,BSA,86,Presumption as to electronic records and electronic signatures,direct,86: No change.
IEA,85C,Presumption as to Digital Signature Certificates,BSA,87,Presumption as to Electronic Signature Certificates,direct,87: No change.
IEA,86,Presumption as to certified copies of foreign judicial records,BSA,88,Presumption as to certified copies of foreign judicial records,direct,"88: ""any country not forming part of India or of Her
Majesty's Dominions"" is replaced by ""beyond
India""."
IEA,87,"Presumption as to books, maps and charts",BSA,89,"Presumption as to books, maps and charts",direct,89: No change.
IEA,88A,Presumption as to electronic messages,BSA,90,Presumption as to electronic messages,direct,90: Explanation excluded.
IEA,89,"Presumption as to due execution, etc. of documents not produced",BSA,91,"Presumption as to due execution, etc., of documents not produced",direct,91: No change.
